96.89,66.70
40.8,96.71
81.80,80.57
97.22,42.14
92.16,93.31
60.92,16.77
88.97,10.11
83.8,62.7
51.71,88.7
35.11,48.2
36.68,33.91
1.99,41.73
1.99,66.51
9.43,45.93
89.79,85.88
13.42,88.19
82.49,11.84
74.69,91.37
30.71,96.95
99.76,14.82
100.77,68.54
2.53,80.24
39.15,65.75
26.62,47.56
12.84,69.49
82.42,95.64
67.3,6.28
39.22,51.46
84.13,44.84
35.87,13.63
79.34,47.4
82.59,60.36
55.15,40.29
7.16,92.16
28.76,30.38
36.39,41.39
67.79,82.17
27.76,76.57
48.83,42.73
28.37,48.24
65.91,63.4
4.64,83.16
53.69,24.95
87.91,1.35
67.36,14.36
23.91,61.11
40.31,4.95
77.35,55.38
48.69,93.64
8.96,16.31
56.76,51.9
13.87,81.64
88.45,72.94
10.37,56.59
63.97,78.92
74.8,93.18
80.83,69.78
54.94,30.49
14.72,48.26
37.45,69.11
34.6,57.35
73.32,93.74
62.51,72.66
36.76,22.8
88.7,4.31
21.16,70.35
29.100,61.27
9.58,58.64
57.84,10.69
96.50,10.68
61.55,86.24
18.48,92.43
65.45,91.45
91.72,68.42
75.83,96.55
70.81,12.87
4.13,44.96
26.25,4.19
57.6,74.97
17.2,7.24
4.26,46.30
46.91,42.83
100.7,97.7
30.6,12.3
18.36,65.33
28.69,50.65
20.18,9.84
52.51,43.56
79.47,67.93
23.15,2.21
8.27,10.6
87.30,46.92
86.41,19.14
5.58,100.13
80.25,27.7
13.67,39.82
2.30,55.59
15.77,47.64
3.16,82.47
81.80,55.38
9.95,33.16
5.78,95.63
69.7,50.75
99.52,36.36
31.70,6.45
87.75,55.27
86.73,53.62
53.34,33.83
5.31,28.21
55.93,48.2
27.21,95.60
24.22,54.28
4.19,64.70
67.34,46.78
97.29,20.94
3.24,58.51
81.87,5.24
73.51,8.18
25.61,3.59
60.79,87.52
58.99,71.29
88.69,87.80
99.81,40.12
10.65,28.10
62.5,4.63
35.56,9.26
88.75,52.81
55.16,100.48
35.26,68.68
100.68,54.98
19.38,71.57
73.12,88.67
2.71,8.19
70.12,93.100
33.2,70.35
75.83,8.70
24.5,52.90
64.99,100.11
84.75,100.52
20.71,74.56
42.76,40.57
37.79,98.60
38.64,84.22
25.72,48.66
65.60,68.80
8.79,7.64
91.99,65.95
99.62,55.98
86.90,17.49
6.3,48.39
19.34,77.72
86.4,47.93
73.4,33.100
47.47,70.89
85.29,39.59
52.34,31.86
4.61,18.75
19.42,100.19
47.100,19.9
10.67,93.26
37.56,51.4
14.93,68.23
3.94,40.79
1.18,8.23
74.12,95.18
22.63,79.53
96.57,85.14
8.64,97.85
36.54,72.36
92.13,87.9
61.34,70.100
84.15,9.44
89.12,14.76
28.5,67.97
24.49,40.93
22.99,83.19
43.52,67.41
56.65,17.12
68.82,33.60
51.61,65.12
86.13,81.28
61.76,52.3
73.61,78.16
65.8,16.45
79.47,53.78
62.24,2.56
87.43,41.48
54.17,75.60
16.39,85.13
66.26,13.54
51.51,40.7
27.2,27.4
13.18,82.34
11.54,3.54
78.73,7.6
59.9,85.92
48.32,80.59
78.53,57.89
83.72,63.50
80.72,60.94
