13.12,80.60
87.22,85.17
61.96,75.51
54.13,14.29
12.64,24.74
9.100,88.10
59.38,57.93
89.86,6.89
45.12,33.30
70.71,20.25
86.96,90.24
28.83,40.82
47.8,28.76
47.86,54.73
78.4,67.34
51.68,78.44
18.71,100.37
73.86,90.62
53.100,67.25
9.71,100.83
80.52,34.95
83.6,72.99
36.82,72.54
30.63,91.25
1.12,59.39
68.31,58.82
71.95,25.84
95.96,30.93
88.4,46.32
98.70,87.95
35.82,36.80
25.36,85.74
58.67,5.48
57.82,39.69
81.61,60.1
66.75,13.65
86.26,85.70
39.49,25.14
37.55,62.42
6.24,77.19
84.80,91.82
10.44,78.57
98.65,93.6
41.46,46.80
17.18,49.35
62.43,29.45
87.98,29.39
80.82,97.54
9.31,22.3
58.41,16.82
